time,vehicles
5942,0
5948,1
5954,0
5960,0
5966,0
5972,0
5978,0
5984,0
6000,0
6006,0
6012,0
6018,0
6024,0
6030,0
6036,0
6042,0
6048,0
6054,0
6060,0
6066,0
6072,0
6078,0
6084,0
6100,0
6106,0
6112,0
6118,0
6124,0
6130,0
6136,0
6142,0
6148,0
6154,0
6160,0
6166,0
6172,1
6178,0
6184,0
6200,1
6206,0
6212,1
6218,0
6224,0
6230,0
6236,0
6242,0
6248,0
6254,0
6260,0
6266,0
6272,0
6278,0
6284,0
6300,0
6306,0
6312,0
6318,0
6324,0
6330,0
6336,0
6342,0
6348,0
6354,0
6360,0
6366,0
6372,0
6378,0
6384,0
6400,0
6406,0
6412,0
6418,0
6424,0
6430,0
6436,0
6442,0
6448,0
6454,0
6460,0
6466,0
6472,0
6478,0
6484,0
6500,0
6506,0
6512,0
6518,0
6524,0
6530,0
6536,0
6542,0
6548,0
6554,0
6560,0
6566,0
6572,0
6578,0
6584,0
6600,0
6606,0
6612,0
6618,0
6624,0
6630,0
6636,0
6642,0
6648,0
6654,0
6660,0
6666,0
6672,0
6678,0
6684,0
6700,0
6706,0
6712,0
6718,0
6724,0
6730,1
6736,0
6742,0
6748,0
6754,0
6760,0
6766,1
6772,0
6778,0
6784,0
6800,0
6806,0
6812,1
6818,0
6824,0
6830,0
6836,0
6842,0
6848,0
6854,0
6860,0
6866,0
6872,0
6878,0
6884,0
6900,1
6906,0
6912,0
6918,0
6924,0
6930,0
6936,0
6942,0
6948,0
6954,1
6960,0
6966,0
6972,0
6978,0
6984,0
7000,0
7006,1
7012,0
7018,0
7024,0
7030,0
7036,0
7042,0
7048,0
7054,0
7060,0
7066,0
7072,0
7078,0
7084,0
7100,0
7106,0
7112,0
7118,0
7124,2
7130,0
7136,0
7142,0
7148,0
7154,0
7160,0
7166,0
7172,0
7178,0
7184,1
7200,0
7206,0
7212,0
7218,0
7224,0
7230,0
7236,0
7242,0
7248,0
7254,0
7260,0
7266,0
7272,0
7278,0
7284,0
7300,0
7306,0
7312,0
7318,0
7324,0
7330,0
7336,0
7342,0
7348,0
7354,0
7360,0
7366,0
7372,1
7378,0
7384,0
7400,0
7406,0
7412,0
7418,0
7424,0
7430,0
7436,0
7442,0
7448,0
7454,0
7460,0
7466,0
7472,0
7478,1
7484,0
7500,0
7506,0
7512,0
7518,0
7524,0
7530,0
7536,0
7542,0
7548,0
7554,0
7560,0
7566,0
7572,0
7578,0
7584,0
7600,0
7606,0
7612,0
7618,0
7624,0
7630,0
7636,0
7642,0
7648,0
7654,0
7660,0
7666,0
7672,0
7678,0
7684,0
7700,0
7706,0
7712,0
7718,0
7724,0
7730,0
7736,1
7742,0
7748,0
7754,0
7760,0
7766,0
7772,0
7778,0
7784,0
7800,0
7806,0
7812,0
7818,0
7824,0
7830,0
7836,0
7842,0
7848,0
7854,0
7860,0
7866,0
7872,0
7878,0
7884,0
7900,1
7906,0
7912,0
7918,0
7924,0
7930,0
7936,0
7942,0
7948,0
7954,0
7960,0
7966,0
7972,0
7978,0
7984,0
8000,0
8006,0
8012,0
8018,0
8024,0
8030,1
8036,0
8042,1
8048,1
8054,0
8060,0
8066,0
8072,0
8078,0
8084,0
8100,0
8106,0
8112,0
8118,0
8124,0
8130,0
8136,0
8142,0
8148,0
8154,0
8160,0
8166,0
8172,1
8178,0
8184,0
8200,0
8206,0
8212,0
8218,0
8224,0
8230,0
8236,0
8242,0
8248,0
8254,0
8260,0
8266,0
8272,0
8278,0
8284,0
8300,1
8306,0
8312,0
8318,0
8324,0
8330,0
8336,0
8342,0
8348,0
8354,0
8360,0
8366,0
8372,0
8378,0
8384,0
8400,0
8406,0
8412,0
8418,0
8424,0
8430,0
8436,0
8442,0
8448,0
8454,1
8460,0
8466,1
8472,0
8478,0
8484,0
8500,0
8506,0
8512,0
8518,0
8524,0
8530,0
8536,0
8542,0
8548,0
8554,0
8560,0
8566,0
8572,0
8578,0
8584,0
8600,0
8606,0
8612,0
8618,0
8624,0
8630,0
8636,0
8642,0
8648,0
8654,0
8660,0
8666,0
8672,0
8678,0
8684,0
8700,0
8706,0
8712,0
8718,0
8724,0
8730,0
8736,0
8742,0
8748,0
8754,0
8760,0
8766,1
8772,0
8778,0
8784,0
8800,0
8806,0
8812,0
8818,0
8824,0
8830,0
8836,0
8842,0
8848,0
8854,0
8860,0
8866,0
8872,0
8878,0
8884,0
8900,1
8906,0
8912,0
8918,0
8924,0
8930,0
8936,0
8942,0
8948,0
8954,0
8960,0
8966,0
8972,0
8978,0
8984,0
9000,0
9006,0
9012,0
9018,0
9024,0
9030,0
9036,0
9042,0
9048,0
9054,0
9060,0
9066,0
9072,0
9078,0
9084,0
9100,0
9106,0
9112,1
9118,0
9124,0
9130,0
9136,0
9142,0
9148,0
9154,0
9160,0
9166,0
9172,0
9178,0
9184,0
9200,0
9206,0
9212,0
9218,0
9224,0
9230,0
9236,0
9242,0
9248,0
9254,0
9260,0
9266,0
9272,1
9278,0
9284,0
9300,0
9306,0
9312,0
9318,0
9324,0
9330,0
9336,0
9342,0
9348,0
9354,0
9360,0
9366,1
9372,1
9378,0
9384,0
9400,0
9406,0
9412,0
9418,0
9424,0
9430,0
9436,0
9442,0
9448,0
9454,0
9460,0
9466,0
9472,0
9478,1
9484,1
9500,0
9506,0
9512,0
9518,0
9524,0
9530,0
9536,0
9542,0
9548,1
9554,0
9560,0
9566,0
9572,0
9578,0
9584,0
9600,1
9606,0
9612,0
9618,0
9624,0
9630,0
9636,0
9642,0
9648,0
9654,0
9660,0
9666,0
9672,0
9678,0
9684,1
9700,0
9706,0
9712,0
9718,0
9724,0
9730,0
9736,0
9742,0
9748,0
9754,0
9760,0
9766,0
9772,0
9778,1
9784,0
9800,1
9806,0
9812,0
9818,0
9824,0
9830,0
9836,0
9842,0
9848,0
9854,0
9860,0
9866,0
9872,0
9878,0
9884,0
9900,0
9906,0
9912,0
9918,0
9924,0
9930,0
9936,0
9942,0
9948,0
9954,0
9960,0
9966,0
9972,0
9978,0
9984,0
10000,0
10006,0
10012,0
10018,1
10024,1
10030,0
10036,0
10042,0
10048,0
10054,0
10060,0
10066,0
10072,0
10078,0
10084,0
10100,0
10106,0
10112,0
10118,0
10124,0
10130,0
10136,0
10142,0
10148,0
10154,0
10160,0
10166,0
10172,0
10178,0
10184,0
10200,0
10206,0
10212,0
10218,0
10224,0
10230,0
10236,0
10242,0
10248,0
10254,0
10260,0
10266,0
10272,0
10278,0
10284,0
10300,0
10306,1
10312,0
10318,0
10324,0
10330,0
10336,0
10342,0
10348,0
10354,0
10360,0
10366,0
10372,0
10378,0
10384,0
10400,0
10406,0
10412,0
10418,0
10424,0
10430,0
10436,0
10442,0
10448,0
10454,0
10460,0
10466,0
10472,0
10478,0
10484,0
10500,0
10506,0
10512,0
10518,0
10524,0
10530,0
10536,0
10542,0
10548,0
10554,0
10560,0
10566,0
10572,1
10578,1
10584,0
10600,0
10606,0
10612,1
10618,0
10624,0
10630,0
10636,0
10642,0
10648,0
10654,0
10660,0
10666,0
10672,0
10678,0
10684,0
10700,0
10706,0
10712,0
10718,0
10724,0
10730,0
10736,0
10742,0
10748,0
10754,0
10760,0
10766,1
10772,0
10778,0
10784,0
10800,0
10806,0
10812,0
10818,0
10824,0
10830,0
10836,0
10842,0
10848,1
10854,0
10860,0
10866,0
10872,0
10878,0
10884,0
10900,0
10906,0
10912,0
10918,0
10924,0
10930,0
10936,0
10942,0
10948,0
10954,0
10960,0
10966,0
10972,0
10978,0
10984,0
11000,0
11006,0
11012,0
11018,0
11024,0
11030,0
11036,0
11042,0
11048,1
11054,0
11060,0
11066,0
11072,0
11078,0
11084,0
11100,0
11106,0
11112,0
11118,1
11124,0
11130,0
11136,0
11142,0
11148,0
11154,0
11160,0
11166,0
11172,0
11178,0
11184,1
11200,0
11206,0
11212,0
11218,0
11224,0
11230,0
11236,0
11242,1
11248,0
11254,0
11260,0
11266,0
11272,0
11278,0
11284,0
11300,0
11306,0
11312,0
11318,0
11324,1
11330,0
11336,0
11342,0
11348,0
11354,1
11360,1
11366,0
11372,0
11378,0
11384,0
11400,0
11406,0
11412,0
11418,0
11424,1
11430,1
11436,1
11442,0
11448,0
11454,0
11460,0
11466,0
11472,0
11478,0
11484,0
11500,0
11506,0
11512,0
11518,1
11524,0
11530,0
11536,1
11542,0
11548,0
11554,0
11560,0
11566,0
11572,0
11578,0
11584,0
11600,0
11606,0
11612,1
11618,0
11624,0
11630,0
11636,1
11642,1
11648,0
11654,0
11660,0
11666,0
11672,0
11678,1
11684,0
11700,0
11706,0
11712,0
11718,0
11724,0
11730,1
11736,0
11742,0
11748,0
11754,0
11760,0
11766,1
11772,0
11778,0
11784,0
11800,0
11806,0
11812,0
11818,0
11824,0
11830,0
11836,1
11842,0
11848,0
11854,0
11860,0
11866,0
11872,0
11878,0
11884,0
11900,0
11906,0
11912,0
11918,0
11924,1
11930,0
11936,0
11942,0
11948,0
11954,0
11960,0
11966,0
11972,0
11978,0
11984,0
12000,0
12006,0
12012,0
12018,0
12024,0
12030,0
12036,0
12042,0
12048,1
12054,0
12060,0
12066,0
12072,0
12078,0
12084,0
12100,0
12106,0
12112,0
12118,0
12124,0
12130,0
12136,0
12142,0
12148,0
12154,0
12160,0
12166,0
12172,0
12178,0
12184,0
12200,0
12206,0
12212,0
12218,0
12224,0
12230,0
12236,1
12242,1
12248,0
12254,0
12260,0
12266,0
12272,0
12278,0
12284,0
12300,0
12306,0
12312,0
12318,0
12324,0
12330,0
12336,0
12342,1
12348,0
12354,0
12360,0
12366,0
12372,0
12378,0
12384,0
12400,0
12406,0
12412,0
12418,0
12424,0
12430,0
12436,0
12442,0
12448,0
12454,0
12460,0
12466,1
12472,0
12478,0
12484,0
12500,0
12506,0
12512,1
12518,0
12524,0
12530,0
12536,0
12542,0
12548,0
12554,0
12560,0
12566,0
12572,0
12578,0
12584,0
12600,0
12606,1
12612,0
12618,0
12624,0
12630,0
12636,0
12642,0
12648,0
12654,0
12660,0
12666,0
12672,0
12678,0
12684,0
12700,0
12706,0
12712,0
12718,0
12724,0
12730,0
12736,0
12742,1
12748,0
12754,1
12760,0
12766,1
12772,0
12778,0
12784,0
12800,0
12806,0
12812,0
12818,0
12824,0
12830,0
12836,1
12842,0
12848,0
12854,0
12860,0
12866,0
12872,0
12878,0
12884,1
12900,0
12906,0
12912,0
12918,0
12924,0
12930,0
12936,0
12942,0
12948,0
12954,0
12960,0
12966,0
12972,0
12978,0
12984,0
13000,0
13006,0
13012,0
13018,0
13024,0
13030,0
13036,0
13042,0
13048,0
13054,0
13060,0
13066,0
13072,0
13078,0
13084,0
13100,0
13106,0
13112,0
13118,0
13124,0
13130,0
13136,0
13142,0
13148,0
13154,0
13160,0
13166,0
13172,0
13178,1
13184,1
13200,0
13206,0
13212,0
13218,0
13224,0
13230,0
13236,0
13242,0
13248,0
13254,0
13260,0
13266,0
13272,0
13278,1
13284,1
13300,0
13306,0
13312,0
13318,0
13324,0
13330,0
13336,0
13342,0
13348,0
13354,0
13360,0
13366,0
13372,0
13378,1
13384,0
13400,0
13406,0
13412,0
13418,0
13424,0
13430,0
13436,0
13442,0
13448,0
13454,0
13460,0
13466,0
13472,0
13478,0
13484,0
13500,0
13506,0
13512,0
13518,0
13524,0
13530,0
13536,0
13542,0
13548,1
13554,0
13560,0
13566,0
13572,0
13578,0
13584,0
13600,0
13606,0
13612,0
13618,0
13624,0
13630,0
13636,0
13642,0
13648,0
13654,1
13660,0
13666,0
13672,0
13678,0
13684,0
13700,0
13706,0
13712,0
13718,0
13724,0
13730,0
13736,0
13742,0
13748,0
13754,0
13760,0
13766,0
13772,0
13778,0
13784,0
13800,0
13806,0
13812,0
13818,0
13824,0
13830,0
13836,0
13842,0
13848,0
13854,0
13860,0
13866,0
13872,0
13878,0
13884,0
13900,0
13906,0
13912,0
13918,0
13924,0
13930,0
13936,0
13942,0
13948,1
13954,0
13960,0
13966,0
13972,0
13978,0
13984,0
14000,0
14006,0
14012,0
14018,0
14024,0
14030,0
14036,0
14042,0
14048,0
14054,0
14060,0
14066,0
14072,0
14078,0
14084,0
14100,0
14106,0
14112,0
14118,0
14124,0
14130,0
14136,0
14142,1
14148,0
14154,0
14160,0
14166,0
14172,0
14178,0
14184,1
14200,0
14206,0
14212,0
14218,0
14224,0
14230,0
14236,0
14242,0
14248,0
14254,0
14260,0
14266,0
14272,0
14278,0
14284,0
14300,0
14306,0
14312,0
14318,0
14324,0
14330,0
14336,0
14342,0
14348,0
14354,0
14360,0
14366,0
14372,0
14378,0
14384,0
14400,0
14406,0
14412,0
14418,0
14424,0
14430,0
14436,0
14442,0
14448,0
14454,0
14460,0
14466,0
14472,0
14478,0
14484,0
14500,0
14506,0
14512,1
14518,0
14524,1
14530,0
14536,0
14542,0
14548,0
14554,0
14560,0
14566,0
14572,0
14578,0
14584,0
14600,0
14606,0
14612,0
14618,0
14624,1
14630,0
14636,0
14642,0
14648,0
14654,0
14660,0
14666,0
14672,0
14678,0
14684,0
14700,0
14706,0
14712,0
14718,0
14724,0
14730,0
14736,0
14742,0
14748,0
14754,0
14760,0
14766,0
14772,0
14778,0
14784,0
14800,0
14806,0
14812,0
14818,0
14824,0
14830,0
14836,0
14842,0
14848,0
14854,0
14860,0
14866,0
14872,0
14878,0
14884,0
14900,0
14906,1
14912,0
14918,0
14924,0
14930,0
14936,0
14942,1
14948,0
14954,0
14960,0
14966,0
14972,0
14978,0
14984,1
15000,0
15006,0
15012,0
15018,0
15024,0
15030,0
15036,0
15042,0
15048,0
15054,0
15060,0
15066,0
15072,0
15078,0
15084,0
15100,0
15106,0
15112,0
15118,0
15124,0
15130,0
15136,0
15142,0
15148,0
15154,0
15160,0
15166,0
15172,0
15178,0
15184,0
15200,0
15206,0
15212,0
15218,0
15224,0
15230,0
15236,0
15242,0
15248,0
15254,0
15260,0
15266,0
15272,0
15278,0
15284,0
15300,0
15306,0
15312,0
15318,0
15324,0
15330,0
15336,0
15342,0
15348,0
15354,0
15360,0
15366,0
15372,0
15378,0
15384,0
15400,0
15406,0
15412,0
15418,0
15424,0
15430,0
15436,0
15442,0
15448,0
15454,0
15460,0
15466,0
15472,0
15478,0
15484,0
15500,0
15506,0
15512,0
15518,0
15524,0
15530,0
15536,0
15542,0
15548,0
15554,0
15560,0
15566,0
15572,0
15578,0
15584,0
15600,0
15606,0
15612,0
15618,0
15624,0
15630,0
15636,0
15642,0
15648,0
15654,0
15660,0
15666,0
15672,0
15678,0
15684,0
15700,0
15706,0
15712,0
15718,0
15724,0
15730,0
15736,0
15742,0
15748,0
15754,0
15760,0
15766,0
15772,0
15778,0
15784,0
15800,0
15806,0
15812,0
15818,1
15824,0
15830,0
15836,0
15842,0
15848,0
15854,0
15860,0
15866,0
15872,0
15878,0
15884,0
15900,0
15906,0
15912,0
15918,0
15924,0
15930,0
15936,0
15942,0
15948,0
15954,0
15960,0
15966,0
15972,0
15978,0
15984,0
16000,0
16006,0
16012,0
16018,1
16024,0
16030,0
16036,0
16042,0
16048,0
16054,0
16060,0
16066,0
16072,0
16078,0
16084,0
16100,0
16106,0
16112,0
16118,0
16124,0
16130,0
16136,0
16142,0
16148,0
16154,0
16160,0
16166,0
16172,0
16178,0
16184,0
16200,0
16206,0
16212,0
16218,0
16224,0
16230,0
16236,0
16242,0
16248,0
16254,0
16260,0
16266,0
16272,0
16278,0
16284,0
16300,0
16306,0
16312,0
16318,0
16324,0
16330,0
16336,0
16342,0
16348,0
16354,0
16360,0
16366,0
16372,0
16378,0
16384,0
16400,0
16406,0
16412,0
16418,0
16424,0
16430,0
16436,0
16442,0
16448,1
16454,0
16460,0
16466,0
16472,0
16478,0
16484,0
16500,0
16506,0
16512,0
16518,0
16524,0
16530,0
16536,0
16542,1
16548,0
16554,0
16560,0
16566,0
16572,0
16578,0
16584,0
16600,0
16606,0
16612,0
16618,0
16624,0
16630,0
16636,0
16642,0
16648,0
16654,0
16660,0
16666,0
16672,0
16678,0
16684,0
16700,0
16706,0
16712,0
16718,0
16724,0
16730,0
16736,0
16742,1
16748,0
16754,0
16760,0
16766,0
16772,0
16778,0
16784,0
16800,0
16806,0
16812,0
16818,0
16824,0
16830,0
16836,0
16842,0
16848,0
16854,1
16860,0
16866,1
16872,0
16878,0
16884,0
16900,0
16906,0
16912,0
16918,0
16924,0
16930,0
16936,0
16942,0
16948,0
16954,1
16960,0
16966,0
16972,0
16978,0
16984,0
17000,0
17006,0
17012,0
17018,0
17024,0
17030,1
17036,0
17042,0
17048,0
17054,0
17060,0
17066,0
17072,0
17078,0
17084,0
17100,0
17106,0
17112,0
17118,0
17124,0
17130,0
17136,0
17142,0
17148,1
17154,0
17160,0
17166,0
17172,0
17178,0
17184,0
17200,0
17206,0
17212,0
17218,0
17224,0
17230,0
17236,1
17242,0
17248,0
17254,0
17260,0
17266,0
17272,0
17278,0
17284,0
17300,0
17306,0
17312,0
17318,0
17324,0
17330,0
17336,0
17342,0
17348,0
17354,0
17360,0
17366,0
17372,0
17378,0
17384,0
17400,0
17406,1
17412,0
17418,0
17424,0
17430,0
17436,0
17442,0
17448,0
17454,0
17460,0
17466,0
17472,0
17478,0
17484,1
17500,0
17506,0
17512,0
17518,0
17524,0
17530,0
17536,0
17542,0
17548,0
17554,0
17560,0
17566,0
17572,0
17578,0
17584,0
17600,0
17606,0
17612,0
17618,0
17624,0
17630,0
17636,1
17642,0
17648,0
17654,0
17660,0
17666,0
17672,1
17678,0
17684,0
17700,0
17706,0
17712,0
17718,0
17724,0
17730,0
17736,0
17742,0
17748,1
17754,1
17760,0
17766,0
17772,0
17778,0
17784,0
17800,0
17806,0
17812,0
17818,0
17824,0
17830,0
17836,0
17842,0
17848,0
17854,0
17860,0
17866,1
17872,0
17878,0
17884,0
17900,0
17906,0
17912,0
17918,0
17924,0
17930,0
17936,0
17942,0
17948,0
17954,0
17960,0
17966,0
17972,0
17978,0
17984,0
18000,0
18006,0
18012,0
18018,0
18024,0
18030,0
18036,0
18042,0
18048,0
18054,0
18060,0
18066,0
18072,0
18078,0
18084,0
18100,0
18106,0
18112,0
18118,0
18124,0
18130,0
18136,0
18142,0
18148,0
18154,0
18160,0
18166,0
18172,0
18178,0
18184,0
18200,0
18206,1
18212,0
18218,0
18224,0
18230,0
18236,0
18242,0
18248,0
18254,0
18260,0
18266,0
18272,0
18278,0
18284,0
18300,0
18306,1
18312,0
18318,0
18324,0
18330,0
18336,0
18342,0
18348,0
18354,0
18360,0
18366,0
18372,0
18378,1
18384,0
18400,0
18406,0
18412,0
18418,0
18424,0
18430,0
18436,0
18442,0
18448,0
18454,0
18460,0
18466,0
18472,0
18478,0
18484,0
18500,0
18506,0
18512,0
18518,0
18524,0
18530,0
18536,0
18542,0
18548,0
18554,0
18560,0
18566,0
18572,0
18578,0
18584,0
18600,0
18606,1
18612,0
18618,0
18624,0
18630,0
18636,0
18642,0
18648,0
18654,1
18660,0
18666,0
18672,0
18678,0
18684,0
18700,0
18706,0
18712,0
18718,0
18724,0
18730,0
18736,0
18742,0
18748,0
18754,0
18760,1
18766,0
18772,0
18778,0
18784,0
18800,0
18806,0
18812,0
18818,0
18824,0
18830,0
18836,1
